audit_timestamp,reconstructed_claim_id,derivation_candidate_id,enhanced_settlement_group_id,claim_family,applied_balancing_profile,revised_balancing_status,revised_balancing_difference,balancing_confidence,balancing_notes,excluded_transaction_codes,optional_components_missing,root_cause,production_dbf_flag,failure_pattern,severity,remediability,governance_status,recommended_remediation,replay_simulation_eligible,balancing_difference_abs,lifecycle_only_excluded
2026-05-24T19:18:38Z,RC-9010799590-2-SURRENDER_CLAIM-C2-20200701,QDC-RC-9010799590-2-SURRENDER_CLAIM-C2-20200701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,458.75,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,458.75,0.0
2026-05-24T19:18:38Z,RC-9010799590-2-SURRENDER_CLAIM-C3-20210701,QDC-RC-9010799590-2-SURRENDER_CLAIM-C3-20210701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,458.75,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,458.75,0.0
2026-05-24T19:18:38Z,RC-9010799590-2-SURRENDER_CLAIM-C4-20220701,QDC-RC-9010799590-2-SURRENDER_CLAIM-C4-20220701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,458.75,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,458.75,0.0
2026-05-24T19:18:38Z,RC-9010799590-2-SURRENDER_CLAIM-C5-20230701,QDC-RC-9010799590-2-SURRENDER_CLAIM-C5-20230701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,458.75,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,458.75,0.0
2026-05-24T19:18:38Z,RC-9010799590-2-SURRENDER_CLAIM-C6-20240701,QDC-RC-9010799590-2-SURRENDER_CLAIM-C6-20240701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,458.75,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,458.75,0.0
2026-05-24T19:18:38Z,RC-9010799590-2-SURRENDER_CLAIM-C7-20250701,QDC-RC-9010799590-2-SURRENDER_CLAIM-C7-20250701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,458.75,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,458.75,0.0
2026-05-24T19:18:38Z,RC-9010799675-3-SURRENDER_CLAIM-C0-20180709,QDC-RC-9010799675-3-SURRENDER_CLAIM-C0-20180709,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,934.5,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,934.5,0.0
2026-05-24T19:18:38Z,RC-9010799675-3-SURRENDER_CLAIM-C1-20190709,QDC-RC-9010799675-3-SURRENDER_CLAIM-C1-20190709,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,934.5,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,934.5,0.0
2026-05-24T19:18:38Z,RC-9010799675-3-SURRENDER_CLAIM-C2-20200709,QDC-RC-9010799675-3-SURRENDER_CLAIM-C2-20200709,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,934.5,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,934.5,0.0
2026-05-24T19:18:38Z,RC-9010799675-3-SURRENDER_CLAIM-C3-20210709,QDC-RC-9010799675-3-SURRENDER_CLAIM-C3-20210709,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,934.5,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,934.5,0.0
2026-05-24T19:18:38Z,RC-9010799675-3-SURRENDER_CLAIM-C4-20220709,QDC-RC-9010799675-3-SURRENDER_CLAIM-C4-20220709,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,934.5,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,934.5,0.0
2026-05-24T19:18:38Z,RC-9010799675-3-SURRENDER_CLAIM-C5-20230709,QDC-RC-9010799675-3-SURRENDER_CLAIM-C5-20230709,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,934.5,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,934.5,0.0
2026-05-24T19:18:38Z,RC-9010799675-3-SURRENDER_CLAIM-C6-20240709,QDC-RC-9010799675-3-SURRENDER_CLAIM-C6-20240709,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,934.5,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,934.5,0.0
2026-05-24T19:18:38Z,RC-9010799675-3-SURRENDER_CLAIM-C7-20250709,QDC-RC-9010799675-3-SURRENDER_CLAIM-C7-20250709,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,934.5,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,934.5,0.0
2026-05-24T19:18:38Z,RC-9010799821-2-SURRENDER_CLAIM-C0-20180627,QDC-RC-9010799821-2-SURRENDER_CLAIM-C0-20180627,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,501.4,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,501.4,0.0
2026-05-24T19:18:38Z,RC-9010799821-2-SURRENDER_CLAIM-C1-20190627,QDC-RC-9010799821-2-SURRENDER_CLAIM-C1-20190627,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,501.4,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,501.4,0.0
2026-05-24T19:18:38Z,RC-9010799821-2-SURRENDER_CLAIM-C2-20200627,QDC-RC-9010799821-2-SURRENDER_CLAIM-C2-20200627,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,501.4,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,501.4,0.0
2026-05-24T19:18:38Z,RC-9010799895-2-SURRENDER_CLAIM-C0-20180625,QDC-RC-9010799895-2-SURRENDER_CLAIM-C0-20180625,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,179.35,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,179.35,0.0
2026-05-24T19:18:38Z,RC-9010800286-2-SURRENDER_CLAIM-C0-20180701,QDC-RC-9010800286-2-SURRENDER_CLAIM-C0-20180701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,121.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,121.0,0.0
2026-05-24T19:18:38Z,RC-9010800286-2-SURRENDER_CLAIM-C1-20190701,QDC-RC-9010800286-2-SURRENDER_CLAIM-C1-20190701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,121.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,121.0,0.0
2026-05-24T19:18:38Z,RC-9010800286-2-SURRENDER_CLAIM-C2-20200701,QDC-RC-9010800286-2-SURRENDER_CLAIM-C2-20200701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,121.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,121.0,0.0
2026-05-24T19:18:38Z,RC-9010800286-2-SURRENDER_CLAIM-C3-20210701,QDC-RC-9010800286-2-SURRENDER_CLAIM-C3-20210701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,121.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,121.0,0.0
2026-05-24T19:18:38Z,RC-9010800286-2-SURRENDER_CLAIM-C4-20220701,QDC-RC-9010800286-2-SURRENDER_CLAIM-C4-20220701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,121.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,121.0,0.0
2026-05-24T19:18:38Z,RC-9010800286-2-SURRENDER_CLAIM-C5-20230701,QDC-RC-9010800286-2-SURRENDER_CLAIM-C5-20230701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,121.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,121.0,0.0
2026-05-24T19:18:38Z,RC-9010800286-2-SURRENDER_CLAIM-C6-20240701,QDC-RC-9010800286-2-SURRENDER_CLAIM-C6-20240701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,121.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,121.0,0.0
2026-05-24T19:18:38Z,RC-9010800286-2-SURRENDER_CLAIM-C7-20250701,QDC-RC-9010800286-2-SURRENDER_CLAIM-C7-20250701,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,121.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,121.0,0.0
2026-05-24T19:18:38Z,RC-9010800475-1-SURRENDER_CLAIM-C0-20200218,QDC-RC-9010800475-1-SURRENDER_CLAIM-C0-20200218,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,15561.61,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,15561.61,0.0
2026-05-24T19:18:38Z,RC-9010800667-1-DEATH_CLAIM-C0-20181022,QDC-RC-9010800667-1-DEATH_CLAIM-C0-20181022,,DEATH_CLAIM,DEATH_CLAIM,UNBALANCED,-166.65,LOW,Excluded lifecycle-only amount 166.65; Optional components absent (not forced),0038,0810|0820|0411|0412|1020,UNBALANCED,N,LIFECYCLE_EXCLUSION_GAP,MEDIUM,RECOVERABLE,SAFE_TO_REPROCESS,Validate lifecycle-only exclusion (0038) handling in balancing replay,N,166.65,166.65
2026-05-24T19:18:38Z,RC-9010800881-2-SURRENDER_CLAIM-C0-20180623,QDC-RC-9010800881-2-SURRENDER_CLAIM-C0-20180623,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,501.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,501.0,0.0
2026-05-24T19:18:38Z,RC-9010800881-2-SURRENDER_CLAIM-C1-20190623,QDC-RC-9010800881-2-SURRENDER_CLAIM-C1-20190623,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,501.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,501.0,0.0
2026-05-24T19:18:38Z,RC-9010800881-2-SURRENDER_CLAIM-C2-20200623,QDC-RC-9010800881-2-SURRENDER_CLAIM-C2-20200623,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,501.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,501.0,0.0
2026-05-24T19:18:38Z,RC-9010800881-2-SURRENDER_CLAIM-C3-20210623,QDC-RC-9010800881-2-SURRENDER_CLAIM-C3-20210623,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,501.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,501.0,0.0
2026-05-24T19:18:38Z,RC-9010800881-2-SURRENDER_CLAIM-C4-20220623,QDC-RC-9010800881-2-SURRENDER_CLAIM-C4-20220623,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,501.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,501.0,0.0
2026-05-24T19:18:38Z,RC-9010800881-2-SURRENDER_CLAIM-C5-20230623,QDC-RC-9010800881-2-SURRENDER_CLAIM-C5-20230623,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,501.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,501.0,0.0
2026-05-24T19:18:38Z,RC-9010800881-2-SURRENDER_CLAIM-C6-20240623,QDC-RC-9010800881-2-SURRENDER_CLAIM-C6-20240623,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,501.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,501.0,0.0
2026-05-24T19:18:38Z,RC-9010800881-2-SURRENDER_CLAIM-C7-20250623,QDC-RC-9010800881-2-SURRENDER_CLAIM-C7-20250623,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,501.0,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,501.0,0.0
2026-05-24T19:18:38Z,RC-9010801178-2-SURRENDER_CLAIM-C0-20230622,QDC-RC-9010801178-2-SURRENDER_CLAIM-C0-20230622,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,6106.91,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,6106.91,0.0
2026-05-24T19:18:38Z,RC-9010801256-2-SURRENDER_CLAIM-C0-20180714,QDC-RC-9010801256-2-SURRENDER_CLAIM-C0-20180714,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,210.55,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,210.55,0.0
2026-05-24T19:18:38Z,RC-9010801256-2-SURRENDER_CLAIM-C1-20190714,QDC-RC-9010801256-2-SURRENDER_CLAIM-C1-20190714,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,210.55,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,210.55,0.0
2026-05-24T19:18:38Z,RC-9010801256-2-SURRENDER_CLAIM-C2-20200714,QDC-RC-9010801256-2-SURRENDER_CLAIM-C2-20200714,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,210.55,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,210.55,0.0
2026-05-24T19:18:38Z,RC-9010801256-2-SURRENDER_CLAIM-C3-20210714,QDC-RC-9010801256-2-SURRENDER_CLAIM-C3-20210714,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,210.55,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,210.55,0.0
2026-05-24T19:18:38Z,RC-9010801256-2-SURRENDER_CLAIM-C4-20220714,QDC-RC-9010801256-2-SURRENDER_CLAIM-C4-20220714,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,210.55,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,210.55,0.0
2026-05-24T19:18:38Z,RC-9010801256-2-SURRENDER_CLAIM-C5-20230714,QDC-RC-9010801256-2-SURRENDER_CLAIM-C5-20230714,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,210.55,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,210.55,0.0
2026-05-24T19:18:38Z,RC-9010801256-2-SURRENDER_CLAIM-C6-20240714,QDC-RC-9010801256-2-SURRENDER_CLAIM-C6-20240714,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,210.55,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,210.55,0.0
2026-05-24T19:18:38Z,RC-9010801256-2-SURRENDER_CLAIM-C7-20250714,QDC-RC-9010801256-2-SURRENDER_CLAIM-C7-20250714,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,210.55,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,210.55,0.0
2026-05-24T19:18:38Z,RC-9010801734-1-DEATH_CLAIM-C1-20210526,QDC-RC-9010801734-1-DEATH_CLAIM-C1-20210526,,DEATH_CLAIM,DEATH_CLAIM,UNBALANCED,-7347.34,LOW,Optional components absent (not forced),,0810|0820|0411|0412|1020|0630,UNBALANCED,N,DEATH_DECOMPOSITION_GAP,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 7C decomposition and payee distribution before balancing replay,N,7347.34,0.0
2026-05-24T19:18:38Z,RC-9010801734-3-SURRENDER_CLAIM-C0-20180828,QDC-RC-9010801734-3-SURRENDER_CLAIM-C0-20180828,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,368.2,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,368.2,0.0
2026-05-24T19:18:38Z,RC-9010801734-3-SURRENDER_CLAIM-C1-20190828,QDC-RC-9010801734-3-SURRENDER_CLAIM-C1-20190828,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,368.2,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,368.2,0.0
2026-05-24T19:18:38Z,RC-9010801734-3-SURRENDER_CLAIM-C2-20200828,QDC-RC-9010801734-3-SURRENDER_CLAIM-C2-20200828,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,368.2,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,368.2,0.0
2026-05-24T19:18:38Z,RC-9010802045-2-SURRENDER_CLAIM-C0-20180718,QDC-RC-9010802045-2-SURRENDER_CLAIM-C0-20180718,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,411.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,411.25,0.0
2026-05-24T19:18:38Z,RC-9010802045-2-SURRENDER_CLAIM-C1-20190718,QDC-RC-9010802045-2-SURRENDER_CLAIM-C1-20190718,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,411.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,411.25,0.0
2026-05-24T19:18:38Z,RC-9010802045-2-SURRENDER_CLAIM-C2-20200718,QDC-RC-9010802045-2-SURRENDER_CLAIM-C2-20200718,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,411.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,411.25,0.0
2026-05-24T19:18:38Z,RC-9010802045-2-SURRENDER_CLAIM-C3-20210718,QDC-RC-9010802045-2-SURRENDER_CLAIM-C3-20210718,,SURRENDER_CLAIM,SURRENDER_CLAIM,UNBALANCED,411.25,LOW,Optional components absent (not forced),,0810|0820|0090|0567|1900|1020,UNBALANCED,N,SURRENDER_OFFSET_CYCLE,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review offset-only surrender cycles and cross-claim linkage overlay,N,411.25,0.0
