PLAN,TYPE_CODE,AGE,DURATION,VALUE,TARGET_TABLE,TARGET_FIELD,FIELD_CAPACITY,OVERFLOW_AMOUNT
2665ST,DB,7,38,24654.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14654.01
2665ST,DB,7,39,24654.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14654.01
2665ST,DB,7,40,24654.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14654.01
2665ST,DB,7,41,24654.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14654.01
2665ST,DB,7,42,24654.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14654.01
2665ST,DB,7,43,24654.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14654.01
2665ST,DB,7,44,24654.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14654.01
2665ST,DB,7,45,24654.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14654.01
2665ST,DB,7,46,24654.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14654.01
2665ST,DB,7,47,24654.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14654.01
2665ST,DB,8,1,24030.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,2,24030.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,3,24030.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,4,24030.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,5,24030.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,6,24030.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,7,24030.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,8,24030.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,9,24030.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,10,24030.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,11,24030.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,12,24030.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,13,24030.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,14,24030.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,15,24030.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,16,24030.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,17,24030.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,18,24030.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,19,24030.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,20,24030.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,21,24030.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,22,24030.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,23,24030.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,24,24030.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,25,24030.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,26,24030.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,27,24030.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,28,24030.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,29,24030.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,30,24030.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,31,24030.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,32,24030.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,33,24030.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,34,24030.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,35,24030.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,36,24030.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,37,24030.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,38,24030.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,39,24030.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,40,24030.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,41,24030.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,42,24030.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,43,24030.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,44,24030.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,45,24030.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,8,46,24030.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",14030.01
2665ST,DB,9,1,23394.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,2,23394.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,3,23394.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,4,23394.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,5,23394.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,6,23394.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,7,23394.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,8,23394.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,9,23394.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,10,23394.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,11,23394.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,12,23394.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,13,23394.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,14,23394.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,15,23394.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,16,23394.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,17,23394.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,18,23394.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,19,23394.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,20,23394.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,21,23394.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,22,23394.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,23,23394.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,24,23394.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,25,23394.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,26,23394.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,27,23394.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,28,23394.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,29,23394.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,30,23394.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,31,23394.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,32,23394.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,33,23394.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,34,23394.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,35,23394.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,36,23394.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,37,23394.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,38,23394.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,39,23394.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,40,23394.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,41,23394.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,42,23394.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,43,23394.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,44,23394.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,9,45,23394.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13394.01
2665ST,DB,10,1,22770.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,2,22770.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,3,22770.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,4,22770.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,5,22770.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,6,22770.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,7,22770.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,8,22770.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,9,22770.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,10,22770.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,11,22770.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,12,22770.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,13,22770.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,14,22770.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,15,22770.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,16,22770.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,17,22770.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,18,22770.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,19,22770.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,20,22770.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,21,22770.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,22,22770.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,23,22770.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,24,22770.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,25,22770.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,26,22770.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,27,22770.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,28,22770.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,29,22770.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,30,22770.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,31,22770.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,32,22770.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,33,22770.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,34,22770.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,35,22770.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,36,22770.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,37,22770.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,38,22770.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,39,22770.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,40,22770.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,41,22770.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,42,22770.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,43,22770.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,10,44,22770.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12770.01
2665ST,DB,11,1,22326.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,2,22326.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,3,22326.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,4,22326.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,5,22326.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,6,22326.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,7,22326.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,8,22326.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,9,22326.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,10,22326.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,11,22326.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,12,22326.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,13,22326.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,14,22326.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,15,22326.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,16,22326.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,17,22326.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,18,22326.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,19,22326.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,20,22326.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,21,22326.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,22,22326.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,23,22326.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,24,22326.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,25,22326.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,26,22326.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,27,22326.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,28,22326.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,29,22326.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,30,22326.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,31,22326.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,32,22326.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,33,22326.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,34,22326.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,35,22326.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,36,22326.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,37,22326.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,38,22326.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,39,22326.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,40,22326.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,41,22326.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,42,22326.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,11,43,22326.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12326.01
2665ST,DB,12,1,21888.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,2,21888.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,3,21888.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,4,21888.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,5,21888.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,6,21888.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,7,21888.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,8,21888.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,9,21888.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,10,21888.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,11,21888.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,12,21888.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,13,21888.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
