MPOLICY,TYPE_CODE,SOURCE_COL,SOURCE_RAW,CURRENT_MNFOPT,SIM_CURRENT,SIM_PROPOSED,WOULD_CHANGE
010921853C,BA,NON_FORFEITURE,0,2,0,0,True
010921865C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010922547C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010922553C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010924474C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010924475C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010924487C,BA,NON_FORFEITURE,0,2,0,0,True
010924488C,BA,NON_FORFEITURE,0,2,0,0,True
010924513C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010924660C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010926025C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010926226C,BA,NON_FORFEITURE,0,2,0,0,True
010926346C,BA,NON_FORFEITURE,0,2,0,0,True
010926347C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010926348C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010926349C,BA,NON_FORFEITURE,0,2,0,0,True
010926357C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010926969C,BA,NON_FORFEITURE,0,2,0,0,True
010926970C,BA,NON_FORFEITURE,0,2,0,0,True
010927421C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010927552C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010927885C,BA,NON_FORFEITURE,0,2,0,0,True
010927989C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010928016C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010928261C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010928491C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010928495C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010928497C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010928498C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010928507C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010928775C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010929235C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010929367C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010929794C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010929982C,BF,BF_NON_FORFEITURE,4,3,0,0,True
010930278C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010932886C,BA,NON_FORFEITURE,0,2,0,0,True
010933370C,BF,BF_NON_FORFEITURE,1,3,0,1,True
010933488C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010934017C,BA,NON_FORFEITURE,0,2,0,0,True
010934894C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010934895C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010935366C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010935377C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010935469C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010935470C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010936178C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010936179C,BA,NON_FORFEITURE,0,2,0,0,True
010936183C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010936381C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010936709C,BA,NON_FORFEITURE,0,2,0,0,True
010936713C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010937087C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010937092C,BA,NON_FORFEITURE,0,2,0,0,True
010937735C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010937739C,BA,NON_FORFEITURE,0,2,0,0,True
010938121C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010938321C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010938962C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010939542C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010939731C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010940594C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010940855C,BA,NON_FORFEITURE,0,0,0,0,False
010941103C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010942232C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010942233C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010942239C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010942246C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010942439C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010943847C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010943849C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010943851C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010944558C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010945534C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010946392C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010946394C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010946647C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010946649C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010947021C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010947226C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010947245C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010947489C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010947866C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010947867C,BF,BF_NON_FORFEITURE,4,3,0,0,True
010947870C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010948195C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010948241C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010948270C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010948278C,BA,NON_FORFEITURE,0,2,0,0,True
010949295C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010949672C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010950970C,BA,NON_FORFEITURE,0,2,0,0,True
010951159C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010951456C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010952064C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010952069C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010952366C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010952369C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010952386C,BA,NON_FORFEITURE,0,2,0,0,True
010953834C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010954823C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010955021C,BA,NON_FORFEITURE,0,2,0,0,True
010955034C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010955783C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010956144C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010956145C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010956610C,BA,NON_FORFEITURE,0,2,0,0,True
010956992C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010957789C,BA,NON_FORFEITURE,0,2,0,0,True
010957790C,BA,NON_FORFEITURE,0,2,0,0,True
010958111C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010958268C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010958438C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010958446C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010959100C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010959302C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010960586C,BA,NON_FORFEITURE,0,0,0,0,False
010960590C,BA,NON_FORFEITURE,0,0,0,0,False
010961712C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010961713C,BA,NON_FORFEITURE,0,2,0,0,True
010963046C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010963588C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010965143C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010965145C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010965984C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010966767C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010968283C,BF,BF_NON_FORFEITURE,1,2,0,1,True
010968689C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010968808C,BA,NON_FORFEITURE,0,0,0,0,False
010968811C,BA,NON_FORFEITURE,0,2,0,0,True
010968813C,BA,NON_FORFEITURE,0,2,0,0,True
010968814C,BA,NON_FORFEITURE,0,2,0,0,True
010968815C,BA,NON_FORFEITURE,0,2,0,0,True
010968816C,BA,NON_FORFEITURE,0,2,0,0,True
010968821C,BA,NON_FORFEITURE,0,2,0,0,True
010969153C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010969227C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010969231C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010969329C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010969653C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010969839C,BA,NON_FORFEITURE,0,2,0,0,True
010970211C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010971482C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010971527C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010971528C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010971529C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010971538C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010971570C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010974048C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010974140C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010974489C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010974838C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010974858C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010975712C,BA,NON_FORFEITURE,0,2,0,0,True
010975741C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010975742C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010977876C,BF,BF_NON_FORFEITURE,9,0,0,9,True
010978024C,BA,NON_FORFEITURE,0,2,0,0,True
010978232C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010979005C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010979717C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010979722C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010980832C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010980833C,BF,BF_NON_FORFEITURE,1,2,0,1,True
010980836C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010981739C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010983356C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010983357C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010983389C,BA,NON_FORFEITURE,0,2,0,0,True
010983828C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010984316C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010985184C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010985217C,BA,NON_FORFEITURE,0,2,0,0,True
010985597C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010986137C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010986419C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010986434C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010986699C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010987089C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010987095C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010987413C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010987414C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010987464C,BA,NON_FORFEITURE,0,2,0,0,True
010987611C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010988150C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010988454C,BA,NON_FORFEITURE,0,2,0,0,True
010988538C,BA,NON_FORFEITURE,0,0,0,0,False
010988590C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010988862C,BA,NON_FORFEITURE,0,2,0,0,True
010989073C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010989860C,BA,NON_FORFEITURE,0,2,0,0,True
010989913C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010990148C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010990850C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010991108C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010991641C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010991643C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010991949C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010991950C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010992096C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010992126C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010992127C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010992950C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010993014C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010993098C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010993200C,BA,NON_FORFEITURE,0,2,0,0,True
010993201C,BA,NON_FORFEITURE,0,2,0,0,True
010993841C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010994236C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010994968C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010995983C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010995984C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010996389C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010996690C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010996841C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010996983C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010996999C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010997242C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010997243C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010997600C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010998652C,BA,NON_FORFEITURE,0,2,0,0,True
010998890C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010999170C,BA,NON_FORFEITURE,0,2,0,0,True
010999568C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010999694C,BA,NON_FORFEITURE,0,2,0,0,True
011000000C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011000026C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011000854C,BF,BF_NON_FORFEITURE,9,0,0,9,True
011001302C,BA,NON_FORFEITURE,0,2,0,0,True
011001627C,BF,BF_NON_FORFEITURE,4,3,0,0,True
011001742C,BA,NON_FORFEITURE,0,2,0,0,True
011001743C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011001744C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011001984C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011001990C,BF,BF_NON_FORFEITURE,9,0,0,9,True
011002095C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011002254C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011002616C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011002664C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011003108C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011003162C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011003325C,BA,NON_FORFEITURE,0,2,0,0,True
011004112C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011004272C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011004587C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011005041C,BA,NON_FORFEITURE,0,2,0,0,True
011005190C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011005348C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011005435C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011005635C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011005855C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011005964C,BA,NON_FORFEITURE,0,0,0,0,False
011006631C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011006697C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011006781C,BA,NON_FORFEITURE,0,2,0,0,True
011006989C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011006990C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011007835C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011008137C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011008198C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011008665C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011008707C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011008708C,BF,BF_NON_FORFEITURE,4,2,0,0,True
011010387C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011011155C,BA,NON_FORFEITURE,0,2,0,0,True
011011703C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011012401C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011013020C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011013545C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011013645C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011014276C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011014578C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011014579C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011014580C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011014739C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011015419C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011015985C,BA,NON_FORFEITURE,0,2,0,0,True
011016293C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011016480C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011016527C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011016867C,BF,BF_NON_FORFEITURE,4,3,0,0,True
011017167C,BF,BF_NON_FORFEITURE,1,3,0,1,True
011017289C,BA,NON_FORFEITURE,0,2,0,0,True
011017841C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011018249C,BA,NON_FORFEITURE,0,2,0,0,True
011018697C,BA,NON_FORFEITURE,0,2,0,0,True
011018772C,BF,BF_NON_FORFEITURE,4,2,0,0,True
011018779C,BF,BF_NON_FORFEITURE,9,0,0,9,True
011019414C,BF,BF_NON_FORFEITURE,4,3,0,0,True
011019552C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011020938C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011022030C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011023481C,BA,NON_FORFEITURE,0,2,0,0,True
011023549C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011024164C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011024459C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011025059C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011025088C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011025405C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011025478C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011025612C,BF,BF_NON_FORFEITURE,4,3,0,0,True
011026337C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011026547C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011027058C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011028990C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011029547C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011029696C,BF,BF_NON_FORFEITURE,4,2,0,0,True
011029895C,BA,NON_FORFEITURE,0,0,0,0,False
011030877C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011032090C,BA,NON_FORFEITURE,0,2,0,0,True
011032672C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011032897C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011032898C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011033048C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011033416C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011033576C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011034306C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011034609C,BA,NON_FORFEITURE,0,2,0,0,True
011035652C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011035773C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011036041C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011036054C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011038065C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011038386C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011038645C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011038778C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011038780C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011038794C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011039701C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011039772C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011040022C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011040023C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011040294C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011040527C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011040826C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011041120C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011041220C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011041375C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011041479C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011041480C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011042316C,BA,NON_FORFEITURE,0,0,0,0,False
011042317C,BA,NON_FORFEITURE,0,0,0,0,False
011042328C,BA,NON_FORFEITURE,0,0,0,0,False
011042400C,BF,BF_NON_FORFEITURE,1,2,0,1,True
011042434C,BA,NON_FORFEITURE,0,0,0,0,False
011042491C,BA,NON_FORFEITURE,0,0,0,0,False
011042625C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011042637C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011042946C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011043749C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011044127C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011044131C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011044132C,BF,BF_NON_FORFEITURE,4,2,0,0,True
011044395C,BF,BF_NON_FORFEITURE,4,2,0,0,True
011044907C,BF,BF_NON_FORFEITURE,4,3,0,0,True
011045128C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011045129C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011045141C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011045350C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011045407C,BF,BF_NON_FORFEITURE,9,0,0,9,True
011045448C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011045583C,BF,BF_NON_FORFEITURE,4,2,0,0,True
011045618C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011045619C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011045768C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011045769C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011045847C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011045850C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011046104C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011046268C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011047402C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011047403C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011047600C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011047682C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011047683C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011047684C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011047873C,BF,BF_NON_FORFEITURE,9,0,0,9,True
011048440C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011048543C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011048882C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011048886C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011049092C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011049319C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011049922C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011050114C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011050653C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011050686C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011050803C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011050804C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011050972C,BF,BF_NON_FORFEITURE,9,0,0,9,True
011050973C,BF,BF_NON_FORFEITURE,9,0,0,9,True
011051051C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011051108C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011051323C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011051851C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011052511C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011052512C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011052581C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011052719C,BA,NON_FORFEITURE,0,0,0,0,False
011052737C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011053076C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011053214C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011053428C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011053767C,BA,NON_FORFEITURE,0,0,0,0,False
011053882C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011054089C,BA,NON_FORFEITURE,0,2,0,0,True
011054122C,BA,NON_FORFEITURE,0,0,0,0,False
011054196C,BA,NON_FORFEITURE,0,0,0,0,False
011054324C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011054606C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011054707C,BA,NON_FORFEITURE,0,0,0,0,False
011054839C,BA,NON_FORFEITURE,0,2,0,0,True
011054840C,BA,NON_FORFEITURE,0,2,0,0,True
011054841C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011054985C,BA,NON_FORFEITURE,0,0,0,0,False
011054986C,BA,NON_FORFEITURE,0,0,0,0,False
011054987C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011056407C,BA,NON_FORFEITURE,0,2,0,0,True
011056748C,BA,NON_FORFEITURE,0,0,0,0,False
011056915C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011057485C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011057611C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011057654C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011057904C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011058069C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011058218C,BF,BF_NON_FORFEITURE,9,0,0,9,True
011058508C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011058905C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011059175C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011059202C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011059291C,BA,NON_FORFEITURE,0,0,0,0,False
011059421C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011059456C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011060427C,BA,NON_FORFEITURE,0,0,0,0,False
011060621C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011060625C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011060710C,BF,BF_NON_FORFEITURE,1,0,0,1,True
011060901C,BA,NON_FORFEITURE,0,0,0,0,False
011061044C,BA,NON_FORFEITURE,0,0,0,0,False
011061046C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011061607C,BF,BF_NON_FORFEITURE,4,0,0,0,False
011061723C,BF,BF_NON_FORFEITURE,1,0,0,1,True
