generation_status,prototype_claimnum,reconstructed_claim_id,derivation_candidate_id,enhanced_settlement_group_id,claim_family,derivation_confidence,target_table,production_dbf_flag,record_type,canonical_payment_stage_id,rejection_reason
ACCEPTED,CLM0004512,RC-9011203456-1-SURRENDER_CLAIM-C1-20190213,QDC-RC-9011203456-1-SURRENDER_CLAIM-C1-20190213,ESG-9011203456-RC-9011203456-1-SURRENDER_CLAIM-C1-20190213-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004513,RC-9011203456-1-SURRENDER_CLAIM-C2-20200213,QDC-RC-9011203456-1-SURRENDER_CLAIM-C2-20200213,ESG-9011203456-RC-9011203456-1-SURRENDER_CLAIM-C2-20200213-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004514,RC-9011203456-1-SURRENDER_CLAIM-C3-20210213,QDC-RC-9011203456-1-SURRENDER_CLAIM-C3-20210213,ESG-9011203456-RC-9011203456-1-SURRENDER_CLAIM-C3-20210213-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004515,RC-9011203456-1-SURRENDER_CLAIM-C4-20220213,QDC-RC-9011203456-1-SURRENDER_CLAIM-C4-20220213,ESG-9011203456-RC-9011203456-1-SURRENDER_CLAIM-C4-20220213-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004516,RC-9011203456-1-SURRENDER_CLAIM-C5-20230213,QDC-RC-9011203456-1-SURRENDER_CLAIM-C5-20230213,ESG-9011203456-RC-9011203456-1-SURRENDER_CLAIM-C5-20230213-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004517,RC-9011203456-1-SURRENDER_CLAIM-C6-20240213,QDC-RC-9011203456-1-SURRENDER_CLAIM-C6-20240213,ESG-9011203456-RC-9011203456-1-SURRENDER_CLAIM-C6-20240213-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004518,RC-9011203456-1-SURRENDER_CLAIM-C7-20250213,QDC-RC-9011203456-1-SURRENDER_CLAIM-C7-20250213,ESG-9011203456-RC-9011203456-1-SURRENDER_CLAIM-C7-20250213-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004519,RC-9011203598-1-SURRENDER_CLAIM-C0-20171105,QDC-RC-9011203598-1-SURRENDER_CLAIM-C0-20171105,ESG-9011203598-RC-9011203598-1-SURRENDER_CLAIM-C0-20171105-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004520,RC-9011203904-1-DEATH_CLAIM-C0-20250216,QDC-RC-9011203904-1-DEATH_CLAIM-C0-20250216,ESG-9011203904-RC-9011203904-1-DEATH_CLAIM-C0-20250216-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004521,RC-9011204042-1-DEATH_CLAIM-C0-20210727,QDC-RC-9011204042-1-DEATH_CLAIM-C0-20210727,ESG-9011204042-RC-9011204042-1-DEATH_CLAIM-C0-20210727-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004522,RC-9011204292-1-DEATH_CLAIM-C0-20231213,QDC-RC-9011204292-1-DEATH_CLAIM-C0-20231213,ESG-9011204292-RC-9011204292-1-DEATH_CLAIM-C0-20231213-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004523,RC-9011204761-1-DEATH_CLAIM-C0-20180824,QDC-RC-9011204761-1-DEATH_CLAIM-C0-20180824,ESG-9011204761-RC-9011204761-1-DEATH_CLAIM-C0-20180824-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004524,RC-9011204824-1-DEATH_CLAIM-C0-20201207,QDC-RC-9011204824-1-DEATH_CLAIM-C0-20201207,ESG-9011204824-RC-9011204824-1-DEATH_CLAIM-C0-20201207-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004525,RC-9011204960-1-DEATH_CLAIM-C0-20210326,QDC-RC-9011204960-1-DEATH_CLAIM-C0-20210326,ESG-9011204960-RC-9011204960-1-DEATH_CLAIM-C0-20210326-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004526,RC-9011204984-1-DEATH_CLAIM-C0-20221117,QDC-RC-9011204984-1-DEATH_CLAIM-C0-20221117,ESG-9011204984-RC-9011204984-1-DEATH_CLAIM-C0-20221117-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004527,RC-9011205079-1-DEATH_CLAIM-C0-20240128,QDC-RC-9011205079-1-DEATH_CLAIM-C0-20240128,ESG-9011205079-RC-9011205079-1-DEATH_CLAIM-C0-20240128-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004528,RC-9011205919-1-SURRENDER_CLAIM-C0-20180130,QDC-RC-9011205919-1-SURRENDER_CLAIM-C0-20180130,ESG-9011205919-RC-9011205919-1-SURRENDER_CLAIM-C0-20180130-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004529,RC-9011205919-1-SURRENDER_CLAIM-C1-20180614,QDC-RC-9011205919-1-SURRENDER_CLAIM-C1-20180614,ESG-9011205919-RC-9011205919-1-SURRENDER_CLAIM-C1-20180614-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004530,RC-9011206380-1-DISBURSEMENT_CLAIM-C0-20200117,QDC-RC-9011206380-1-DISBURSEMENT_CLAIM-C0-20200117,ESG-9011206380-RC-9011206380-1-DISBURSEMENT_CLAIM-C0-20200117-SOLO,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004531,RC-9011206410-1-SURRENDER_CLAIM-C0-20171120,QDC-RC-9011206410-1-SURRENDER_CLAIM-C0-20171120,ESG-9011206410-RC-9011206410-1-SURRENDER_CLAIM-C0-20171120-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004532,RC-9011206410-1-SURRENDER_CLAIM-C1-20220920,QDC-RC-9011206410-1-SURRENDER_CLAIM-C1-20220920,ESG-9011206410-RC-9011206410-1-SURRENDER_CLAIM-C1-20220920-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004533,RC-9011206410-1-SURRENDER_CLAIM-C2-20230920,QDC-RC-9011206410-1-SURRENDER_CLAIM-C2-20230920,ESG-9011206410-RC-9011206410-1-SURRENDER_CLAIM-C2-20230920-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004534,RC-9011206410-1-SURRENDER_CLAIM-C3-20240920,QDC-RC-9011206410-1-SURRENDER_CLAIM-C3-20240920,ESG-9011206410-RC-9011206410-1-SURRENDER_CLAIM-C3-20240920-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004535,RC-9011206410-1-SURRENDER_CLAIM-C4-20250920,QDC-RC-9011206410-1-SURRENDER_CLAIM-C4-20250920,ESG-9011206410-RC-9011206410-1-SURRENDER_CLAIM-C4-20250920-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004536,RC-9011206462-1-DISBURSEMENT_CLAIM-C0-20230315,QDC-RC-9011206462-1-DISBURSEMENT_CLAIM-C0-20230315,ESG-9011206462-RC-9011206462-1-DISBURSEMENT_CLAIM-C0-20230315-SOLO,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004537,RC-9011206562-1-DEATH_CLAIM-C0-20260127,QDC-RC-9011206562-1-DEATH_CLAIM-C0-20260127,ESG-9011206562-RC-9011206562-1-DEATH_CLAIM-C0-20260127-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004538,RC-9011206644-1-DISBURSEMENT_CLAIM-C0-20240903,QDC-RC-9011206644-1-DISBURSEMENT_CLAIM-C0-20240903,ESG-9011206644-RC-9011206644-1-DISBURSEMENT_CLAIM-C0-20240903-SOLO,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004539,RC-9011207112-1-DISBURSEMENT_CLAIM-C0-20190115,QDC-RC-9011207112-1-DISBURSEMENT_CLAIM-C0-20190115,ESG-9011207112-RC-9011207112-1-DISBURSEMENT_CLAIM-C0-20190115-SOLO,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004540,RC-9011207112-1-SURRENDER_CLAIM-C0-20180101,QDC-RC-9011207112-1-SURRENDER_CLAIM-C0-20180101,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C0-20180101-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004541,RC-9011207112-1-SURRENDER_CLAIM-C1-20180401,QDC-RC-9011207112-1-SURRENDER_CLAIM-C1-20180401,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C1-20180401-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004542,RC-9011207112-1-SURRENDER_CLAIM-C10-20210922,QDC-RC-9011207112-1-SURRENDER_CLAIM-C10-20210922,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C10-20210922-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004543,RC-9011207112-1-SURRENDER_CLAIM-C11-20220301,QDC-RC-9011207112-1-SURRENDER_CLAIM-C11-20220301,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C11-20220301-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004544,RC-9011207112-1-SURRENDER_CLAIM-C12-20220601,QDC-RC-9011207112-1-SURRENDER_CLAIM-C12-20220601,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C12-20220601-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004545,RC-9011207112-1-SURRENDER_CLAIM-C13-20221114,QDC-RC-9011207112-1-SURRENDER_CLAIM-C13-20221114,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C13-20221114-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004546,RC-9011207112-1-SURRENDER_CLAIM-C14-20230418,QDC-RC-9011207112-1-SURRENDER_CLAIM-C14-20230418,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C14-20230418-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004547,RC-9011207112-1-SURRENDER_CLAIM-C15-20230901,QDC-RC-9011207112-1-SURRENDER_CLAIM-C15-20230901,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C15-20230901-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004548,RC-9011207112-1-SURRENDER_CLAIM-C16-20240110,QDC-RC-9011207112-1-SURRENDER_CLAIM-C16-20240110,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C16-20240110-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004549,RC-9011207112-1-SURRENDER_CLAIM-C17-20240520,QDC-RC-9011207112-1-SURRENDER_CLAIM-C17-20240520,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C17-20240520-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004550,RC-9011207112-1-SURRENDER_CLAIM-C18-20240901,QDC-RC-9011207112-1-SURRENDER_CLAIM-C18-20240901,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C18-20240901-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004551,RC-9011207112-1-SURRENDER_CLAIM-C19-20250210,QDC-RC-9011207112-1-SURRENDER_CLAIM-C19-20250210,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C19-20250210-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004552,RC-9011207112-1-SURRENDER_CLAIM-C2-20180701,QDC-RC-9011207112-1-SURRENDER_CLAIM-C2-20180701,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C2-20180701-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004553,RC-9011207112-1-SURRENDER_CLAIM-C20-20251110,QDC-RC-9011207112-1-SURRENDER_CLAIM-C20-20251110,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C20-20251110-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004554,RC-9011207112-1-SURRENDER_CLAIM-C21-20260331,QDC-RC-9011207112-1-SURRENDER_CLAIM-C21-20260331,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C21-20260331-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004555,RC-9011207112-1-SURRENDER_CLAIM-C3-20180901,QDC-RC-9011207112-1-SURRENDER_CLAIM-C3-20180901,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C3-20180901-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004556,RC-9011207112-1-SURRENDER_CLAIM-C4-20190201,QDC-RC-9011207112-1-SURRENDER_CLAIM-C4-20190201,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C4-20190201-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004557,RC-9011207112-1-SURRENDER_CLAIM-C5-20190530,QDC-RC-9011207112-1-SURRENDER_CLAIM-C5-20190530,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C5-20190530-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004558,RC-9011207112-1-SURRENDER_CLAIM-C6-20200101,QDC-RC-9011207112-1-SURRENDER_CLAIM-C6-20200101,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C6-20200101-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004559,RC-9011207112-1-SURRENDER_CLAIM-C7-20200420,QDC-RC-9011207112-1-SURRENDER_CLAIM-C7-20200420,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C7-20200420-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004560,RC-9011207112-1-SURRENDER_CLAIM-C8-20201201,QDC-RC-9011207112-1-SURRENDER_CLAIM-C8-20201201,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C8-20201201-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004561,RC-9011207112-1-SURRENDER_CLAIM-C9-20210318,QDC-RC-9011207112-1-SURRENDER_CLAIM-C9-20210318,ESG-9011207112-RC-9011207112-1-SURRENDER_CLAIM-C9-20210318-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004562,RC-9011207113-1-SURRENDER_CLAIM-C0-20171124,QDC-RC-9011207113-1-SURRENDER_CLAIM-C0-20171124,ESG-9011207113-RC-9011207113-1-SURRENDER_CLAIM-C0-20171124-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004563,RC-9011207114-1-SURRENDER_CLAIM-C0-20180101,QDC-RC-9011207114-1-SURRENDER_CLAIM-C0-20180101,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C0-20180101-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004564,RC-9011207114-1-SURRENDER_CLAIM-C1-20180401,QDC-RC-9011207114-1-SURRENDER_CLAIM-C1-20180401,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C1-20180401-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004565,RC-9011207114-1-SURRENDER_CLAIM-C10-20210922,QDC-RC-9011207114-1-SURRENDER_CLAIM-C10-20210922,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C10-20210922-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004566,RC-9011207114-1-SURRENDER_CLAIM-C11-20220301,QDC-RC-9011207114-1-SURRENDER_CLAIM-C11-20220301,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C11-20220301-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004567,RC-9011207114-1-SURRENDER_CLAIM-C12-20220601,QDC-RC-9011207114-1-SURRENDER_CLAIM-C12-20220601,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C12-20220601-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004568,RC-9011207114-1-SURRENDER_CLAIM-C13-20221114,QDC-RC-9011207114-1-SURRENDER_CLAIM-C13-20221114,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C13-20221114-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004569,RC-9011207114-1-SURRENDER_CLAIM-C14-20230609,QDC-RC-9011207114-1-SURRENDER_CLAIM-C14-20230609,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C14-20230609-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004570,RC-9011207114-1-SURRENDER_CLAIM-C15-20230901,QDC-RC-9011207114-1-SURRENDER_CLAIM-C15-20230901,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C15-20230901-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004571,RC-9011207114-1-SURRENDER_CLAIM-C16-20240110,QDC-RC-9011207114-1-SURRENDER_CLAIM-C16-20240110,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C16-20240110-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004572,RC-9011207114-1-SURRENDER_CLAIM-C17-20240619,QDC-RC-9011207114-1-SURRENDER_CLAIM-C17-20240619,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C17-20240619-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004573,RC-9011207114-1-SURRENDER_CLAIM-C18-20240901,QDC-RC-9011207114-1-SURRENDER_CLAIM-C18-20240901,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C18-20240901-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004574,RC-9011207114-1-SURRENDER_CLAIM-C19-20250210,QDC-RC-9011207114-1-SURRENDER_CLAIM-C19-20250210,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C19-20250210-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004575,RC-9011207114-1-SURRENDER_CLAIM-C2-20180701,QDC-RC-9011207114-1-SURRENDER_CLAIM-C2-20180701,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C2-20180701-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004576,RC-9011207114-1-SURRENDER_CLAIM-C20-20251110,QDC-RC-9011207114-1-SURRENDER_CLAIM-C20-20251110,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C20-20251110-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004577,RC-9011207114-1-SURRENDER_CLAIM-C21-20260331,QDC-RC-9011207114-1-SURRENDER_CLAIM-C21-20260331,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C21-20260331-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004578,RC-9011207114-1-SURRENDER_CLAIM-C3-20180901,QDC-RC-9011207114-1-SURRENDER_CLAIM-C3-20180901,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C3-20180901-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004579,RC-9011207114-1-SURRENDER_CLAIM-C4-20190201,QDC-RC-9011207114-1-SURRENDER_CLAIM-C4-20190201,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C4-20190201-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004580,RC-9011207114-1-SURRENDER_CLAIM-C5-20190530,QDC-RC-9011207114-1-SURRENDER_CLAIM-C5-20190530,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C5-20190530-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004581,RC-9011207114-1-SURRENDER_CLAIM-C6-20200101,QDC-RC-9011207114-1-SURRENDER_CLAIM-C6-20200101,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C6-20200101-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004582,RC-9011207114-1-SURRENDER_CLAIM-C7-20200420,QDC-RC-9011207114-1-SURRENDER_CLAIM-C7-20200420,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C7-20200420-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004583,RC-9011207114-1-SURRENDER_CLAIM-C8-20201201,QDC-RC-9011207114-1-SURRENDER_CLAIM-C8-20201201,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C8-20201201-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004584,RC-9011207114-1-SURRENDER_CLAIM-C9-20210318,QDC-RC-9011207114-1-SURRENDER_CLAIM-C9-20210318,ESG-9011207114-RC-9011207114-1-SURRENDER_CLAIM-C9-20210318-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004585,RC-9011207115-1-SURRENDER_CLAIM-C0-20180101,QDC-RC-9011207115-1-SURRENDER_CLAIM-C0-20180101,ESG-9011207115-RC-9011207115-1-SURRENDER_CLAIM-C0-20180101-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004586,RC-9011207115-1-SURRENDER_CLAIM-C1-20180401,QDC-RC-9011207115-1-SURRENDER_CLAIM-C1-20180401,ESG-9011207115-RC-9011207115-1-SURRENDER_CLAIM-C1-20180401-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0004587,RC-9011207115-1-SURRENDER_CLAIM-C10-20220301,QDC-RC-9011207115-1-SURRENDER_CLAIM-C10-20220301,ESG-9011207115-RC-9011207115-1-SURRENDER_CLAIM-C10-20220301-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
