prototype_claimnum,reconstructed_claim_id,policy_number,claim_family,quikclms_mpaid,quikclmp_sum_mamount,mpaid_variance,mnetamt,net_payment_variance,quikclms_mpaycount,quikclmp_payment_count,payment_count_match,amount_reconciliation,mresidual,residual_preserved,reconciliation_status
CLM0002919,RC-9010951159-1-SURRENDER_CLAIM-C4-20211219,9010951159,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002920,RC-9010951159-1-SURRENDER_CLAIM-C5-20221219,9010951159,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002921,RC-9010951159-1-SURRENDER_CLAIM-C6-20231219,9010951159,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002922,RC-9010951159-1-SURRENDER_CLAIM-C7-20241219,9010951159,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002923,RC-9010951159-1-SURRENDER_CLAIM-C8-20251219,9010951159,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002924,RC-9010952369-1-DEATH_CLAIM-C0-20200205,9010952369,DEATH_CLAIM,5000.0,5000.0,0.0,5000.0,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0002925,RC-9010952369-1-DISBURSEMENT_CLAIM-C0-20180307,9010952369,DISBURSEMENT_CLAIM,0.0,0.0,0.0,40.15,,0,0,Y,PASS,0.0,N,PASS
CLM0002926,RC-9010952386-1-DISBURSEMENT_CLAIM-C0-20200908,9010952386,DISBURSEMENT_CLAIM,0.0,0.0,0.0,20.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002927,RC-9010953834-1-SURRENDER_CLAIM-C0-20171227,9010953834,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002928,RC-9010953834-1-SURRENDER_CLAIM-C1-20191227,9010953834,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002929,RC-9010954823-1-DEATH_CLAIM-C0-20191221,9010954823,DEATH_CLAIM,5481.83,5481.83,0.0,5481.83,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0002930,RC-9010956144-1-SURRENDER_CLAIM-C0-20180113,9010956144,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002931,RC-9010956144-1-SURRENDER_CLAIM-C1-20190113,9010956144,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002932,RC-9010956145-1-SURRENDER_CLAIM-C0-20180113,9010956145,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002933,RC-9010956145-1-SURRENDER_CLAIM-C1-20190113,9010956145,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002934,RC-9010958111-1-DEATH_CLAIM-C0-20240930,9010958111,DEATH_CLAIM,25000.0,25000.0,0.0,25000.0,0.0,6,6,Y,PASS,0.0,N,PASS
CLM0002935,RC-9010958111-2-SURRENDER_CLAIM-C0-20190117,9010958111,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002936,RC-9010958268-1-SURRENDER_CLAIM-C0-20230925,9010958268,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002937,RC-9010958268-1-SURRENDER_CLAIM-C1-20240125,9010958268,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002938,RC-9010958268-1-SURRENDER_CLAIM-C2-20240525,9010958268,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002939,RC-9010958268-1-SURRENDER_CLAIM-C3-20241025,9010958268,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002940,RC-9010958268-1-SURRENDER_CLAIM-C4-20250125,9010958268,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002941,RC-9010958268-1-SURRENDER_CLAIM-C5-20260125,9010958268,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002942,RC-9010958446-1-DEATH_CLAIM-C0-20240703,9010958446,DEATH_CLAIM,6230.7,6230.7,0.0,6230.7,0.0,2,2,Y,PASS,0.0,N,PASS
CLM0002943,RC-9010959302-1-DEATH_CLAIM-C0-20211008,9010959302,DEATH_CLAIM,15031.14,15031.14,0.0,15031.14,0.0,3,3,Y,PASS,0.0,N,PASS
CLM0002944,RC-9010960590-1-DEATH_CLAIM-C0-20191229,9010960590,DEATH_CLAIM,25011.38,25011.38,0.0,25000.0,-11.38,2,2,Y,PASS,-11.38,Y,PASS
CLM0002945,RC-9010963046-1-DEATH_CLAIM-C0-20190209,9010963046,DEATH_CLAIM,11492.14,11492.14,0.0,11492.14,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0002946,RC-9010965143-1-DEATH_CLAIM-C0-20220227,9010965143,DEATH_CLAIM,50011.97,50011.97,0.0,50000.0,-11.97,1,1,Y,PASS,-11.97,Y,PASS
CLM0002947,RC-9010966767-1-DEATH_CLAIM-C0-20180210,9010966767,DEATH_CLAIM,7968.16,7968.16,0.0,7905.61,-62.55,1,1,Y,PASS,-62.55,Y,PASS
CLM0002948,RC-9010968283-1-SURRENDER_CLAIM-C0-20180224,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002949,RC-9010968283-1-SURRENDER_CLAIM-C1-20180824,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002950,RC-9010968283-1-SURRENDER_CLAIM-C10-20220824,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002951,RC-9010968283-1-SURRENDER_CLAIM-C11-20221124,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002952,RC-9010968283-1-SURRENDER_CLAIM-C2-20190224,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002953,RC-9010968283-1-SURRENDER_CLAIM-C3-20190824,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002954,RC-9010968283-1-SURRENDER_CLAIM-C4-20200224,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002955,RC-9010968283-1-SURRENDER_CLAIM-C5-20200824,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002956,RC-9010968283-1-SURRENDER_CLAIM-C6-20210224,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002957,RC-9010968283-1-SURRENDER_CLAIM-C7-20210824,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002958,RC-9010968283-1-SURRENDER_CLAIM-C8-20220224,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002959,RC-9010968283-1-SURRENDER_CLAIM-C9-20220524,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002960,RC-9010968283-3-SURRENDER_CLAIM-C0-20230224,9010968283,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002961,RC-9010968689-1-DEATH_CLAIM-C0-20180727,9010968689,DEATH_CLAIM,5000.0,5000.0,0.0,5000.0,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0002962,RC-9010968808-1-DEATH_CLAIM-C0-20191202,9010968808,DEATH_CLAIM,25000.0,25000.0,0.0,25000.0,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0002963,RC-9010968815-1-DEATH_CLAIM-C0-20211221,9010968815,DEATH_CLAIM,25071.03,25071.03,0.0,25000.0,-71.03,1,1,Y,PASS,-71.03,Y,PASS
CLM0002964,RC-9010969153-1-DEATH_CLAIM-C0-20230505,9010969153,DEATH_CLAIM,11066.82,11066.82,0.0,11066.82,0.0,2,2,Y,PASS,0.0,N,PASS
CLM0002965,RC-9010969153-1-DISBURSEMENT_CLAIM-C0-20180703,9010969153,DISBURSEMENT_CLAIM,0.0,0.0,0.0,144.95,,0,0,Y,PASS,0.0,N,PASS
CLM0002966,RC-9010969227-1-DEATH_CLAIM-C0-20230406,9010969227,DEATH_CLAIM,12465.65,12465.65,0.0,12465.65,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0002967,RC-9010969329-1-SURRENDER_CLAIM-C0-20180221,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002968,RC-9010969329-1-SURRENDER_CLAIM-C1-20190222,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002969,RC-9010969329-1-SURRENDER_CLAIM-C10-20240222,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002970,RC-9010969329-1-SURRENDER_CLAIM-C11-20240822,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002971,RC-9010969329-1-SURRENDER_CLAIM-C12-20250222,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002972,RC-9010969329-1-SURRENDER_CLAIM-C13-20250822,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002973,RC-9010969329-1-SURRENDER_CLAIM-C14-20260222,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002974,RC-9010969329-1-SURRENDER_CLAIM-C2-20200222,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002975,RC-9010969329-1-SURRENDER_CLAIM-C3-20200822,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002976,RC-9010969329-1-SURRENDER_CLAIM-C4-20210222,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002977,RC-9010969329-1-SURRENDER_CLAIM-C5-20210822,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002978,RC-9010969329-1-SURRENDER_CLAIM-C6-20220222,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002979,RC-9010969329-1-SURRENDER_CLAIM-C7-20220822,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002980,RC-9010969329-1-SURRENDER_CLAIM-C8-20230222,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002981,RC-9010969329-1-SURRENDER_CLAIM-C9-20230822,9010969329,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002982,RC-9010970211-1-DEATH_CLAIM-C0-20200508,9010970211,DEATH_CLAIM,8297.61,8297.61,0.0,8297.61,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0002983,RC-9010974140-1-DEATH_CLAIM-C0-20201112,9010974140,DEATH_CLAIM,7533.63,7533.63,0.0,7533.63,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0002984,RC-9010974838-1-DEATH_CLAIM-C0-20240915,9010974838,DEATH_CLAIM,15636.07,15636.07,0.0,15636.07,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0002985,RC-9010977876-1-DEATH_CLAIM-C0-20210621,9010977876,DEATH_CLAIM,16232.47,16232.47,0.0,16232.47,0.0,2,2,Y,PASS,0.0,N,PASS
CLM0002986,RC-9010978232-1-DISBURSEMENT_CLAIM-C0-20191203,9010978232,DISBURSEMENT_CLAIM,0.0,0.0,0.0,115.11,,0,0,Y,PASS,0.0,N,PASS
CLM0002987,RC-9010979005-1-SURRENDER_CLAIM-C0-20180404,9010979005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002988,RC-9010979005-1-SURRENDER_CLAIM-C1-20190404,9010979005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002989,RC-9010979005-1-SURRENDER_CLAIM-C2-20200404,9010979005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002990,RC-9010979005-1-SURRENDER_CLAIM-C3-20210404,9010979005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002991,RC-9010979005-1-SURRENDER_CLAIM-C4-20220404,9010979005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002992,RC-9010979005-1-SURRENDER_CLAIM-C5-20230404,9010979005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002993,RC-9010979005-1-SURRENDER_CLAIM-C6-20240404,9010979005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002994,RC-9010979005-1-SURRENDER_CLAIM-C7-20250404,9010979005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002995,RC-9010979005-1-SURRENDER_CLAIM-C8-20260404,9010979005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002996,RC-9010979717-2-SURRENDER_CLAIM-C0-20201003,9010979717,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0002997,RC-9010979722-1-DEATH_CLAIM-C0-20191231,9010979722,DEATH_CLAIM,7418.51,0.0,7418.51,7416.69,,1,0,N,PASS,-1.82,Y,REVIEW
CLM0002998,RC-9010981739-1-DEATH_CLAIM-C0-20211114,9010981739,DEATH_CLAIM,8176.67,0.0,8176.67,8176.67,,1,0,N,PASS,0.0,N,REVIEW
CLM0002999,RC-9010984316-1-DEATH_CLAIM-C0-20200401,9010984316,DEATH_CLAIM,5007.85,5007.85,0.0,5000.0,-7.85,2,2,Y,PASS,-7.85,Y,PASS
CLM0003000,RC-9010985597-1-SURRENDER_CLAIM-C0-20180501,9010985597,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003001,RC-9010985597-1-SURRENDER_CLAIM-C1-20181101,9010985597,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003002,RC-9010985597-1-SURRENDER_CLAIM-C2-20190201,9010985597,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003003,RC-9010986137-1-DEATH_CLAIM-C0-20190409,9010986137,DEATH_CLAIM,5000.0,5000.0,0.0,5000.0,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0003004,RC-9010986434-1-DEATH_CLAIM-C0-20200129,9010986434,DEATH_CLAIM,2502.59,2502.59,0.0,2502.59,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0003005,RC-9010987089-1-SURRENDER_CLAIM-C0-20180509,9010987089,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003006,RC-9010987089-1-SURRENDER_CLAIM-C1-20190509,9010987089,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003007,RC-9010987089-1-SURRENDER_CLAIM-C10-20260209,9010987089,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003008,RC-9010987089-1-SURRENDER_CLAIM-C2-20200509,9010987089,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003009,RC-9010987089-1-SURRENDER_CLAIM-C3-20200821,9010987089,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003010,RC-9010987089-1-SURRENDER_CLAIM-C4-20210509,9010987089,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003011,RC-9010987089-1-SURRENDER_CLAIM-C5-20220509,9010987089,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003012,RC-9010987089-1-SURRENDER_CLAIM-C6-20230509,9010987089,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003013,RC-9010987089-1-SURRENDER_CLAIM-C7-20240509,9010987089,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003014,RC-9010987089-1-SURRENDER_CLAIM-C8-20250509,9010987089,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003015,RC-9010987089-1-SURRENDER_CLAIM-C9-20251109,9010987089,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003016,RC-9010989913-1-DEATH_CLAIM-C0-20190112,9010989913,DEATH_CLAIM,8585.96,8585.96,0.0,8554.39,-31.57,1,1,Y,PASS,-31.57,Y,PASS
CLM0003017,RC-9010990148-1-DEATH_CLAIM-C0-20190326,9010990148,DEATH_CLAIM,9345.04,9345.04,0.0,9345.04,0.0,3,3,Y,PASS,0.0,N,PASS
CLM0003018,RC-9010993014-1-DEATH_CLAIM-C0-20180204,9010993014,DEATH_CLAIM,10584.37,10584.37,0.0,10560.92,-23.45,1,1,Y,PASS,-23.45,Y,PASS
CLM0003019,RC-9010994236-1-DEATH_CLAIM-C0-20190805,9010994236,DEATH_CLAIM,25000.0,25000.0,0.0,25000.0,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0003020,RC-9010994968-1-SURRENDER_CLAIM-C0-20180113,9010994968,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003021,RC-9010994968-1-SURRENDER_CLAIM-C1-20180410,9010994968,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003022,RC-9010994968-1-SURRENDER_CLAIM-C2-20180713,9010994968,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003023,RC-9010994968-1-SURRENDER_CLAIM-C3-20190713,9010994968,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003024,RC-9010994968-1-SURRENDER_CLAIM-C4-20200421,9010994968,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003025,RC-9010995983-1-SURRENDER_CLAIM-C0-20180801,9010995983,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003026,RC-9010995983-1-SURRENDER_CLAIM-C1-20190801,9010995983,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003027,RC-9010995983-1-SURRENDER_CLAIM-C2-20200801,9010995983,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003028,RC-9010995983-1-SURRENDER_CLAIM-C3-20210801,9010995983,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003029,RC-9010995983-1-SURRENDER_CLAIM-C4-20220801,9010995983,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003030,RC-9010995983-1-SURRENDER_CLAIM-C5-20230801,9010995983,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003031,RC-9010995983-1-SURRENDER_CLAIM-C6-20240801,9010995983,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003032,RC-9010995983-1-SURRENDER_CLAIM-C7-20250801,9010995983,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003033,RC-9010995984-1-SURRENDER_CLAIM-C0-20180801,9010995984,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003034,RC-9010995984-1-SURRENDER_CLAIM-C1-20190801,9010995984,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003035,RC-9010995984-1-SURRENDER_CLAIM-C2-20200801,9010995984,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003036,RC-9010995984-1-SURRENDER_CLAIM-C3-20210801,9010995984,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003037,RC-9010995984-1-SURRENDER_CLAIM-C4-20220801,9010995984,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003038,RC-9010995984-1-SURRENDER_CLAIM-C5-20230801,9010995984,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003039,RC-9010995984-1-SURRENDER_CLAIM-C6-20240801,9010995984,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003040,RC-9010995984-1-SURRENDER_CLAIM-C7-20250801,9010995984,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003041,RC-9010996841-1-DEATH_CLAIM-C0-20210123,9010996841,DEATH_CLAIM,6420.47,6420.47,0.0,6420.47,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0003042,RC-9010996983-1-DEATH_CLAIM-C0-20190516,9010996983,DEATH_CLAIM,5000.0,5000.0,0.0,5000.0,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0003043,RC-9011000000-1-SURRENDER_CLAIM-C0-20171207,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003044,RC-9011000000-1-SURRENDER_CLAIM-C1-20180307,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003045,RC-9011000000-1-SURRENDER_CLAIM-C10-20200907,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003046,RC-9011000000-1-SURRENDER_CLAIM-C11-20201207,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003047,RC-9011000000-1-SURRENDER_CLAIM-C12-20210307,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003048,RC-9011000000-1-SURRENDER_CLAIM-C13-20210607,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003049,RC-9011000000-1-SURRENDER_CLAIM-C14-20210907,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003050,RC-9011000000-1-SURRENDER_CLAIM-C15-20211207,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003051,RC-9011000000-1-SURRENDER_CLAIM-C16-20220307,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003052,RC-9011000000-1-SURRENDER_CLAIM-C17-20220607,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003053,RC-9011000000-1-SURRENDER_CLAIM-C18-20220907,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003054,RC-9011000000-1-SURRENDER_CLAIM-C19-20221207,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003055,RC-9011000000-1-SURRENDER_CLAIM-C2-20180607,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003056,RC-9011000000-1-SURRENDER_CLAIM-C20-20230307,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003057,RC-9011000000-1-SURRENDER_CLAIM-C21-20230607,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003058,RC-9011000000-1-SURRENDER_CLAIM-C22-20230907,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003059,RC-9011000000-1-SURRENDER_CLAIM-C23-20231207,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003060,RC-9011000000-1-SURRENDER_CLAIM-C24-20240307,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003061,RC-9011000000-1-SURRENDER_CLAIM-C25-20240607,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003062,RC-9011000000-1-SURRENDER_CLAIM-C26-20240907,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003063,RC-9011000000-1-SURRENDER_CLAIM-C27-20241207,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003064,RC-9011000000-1-SURRENDER_CLAIM-C28-20250607,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003065,RC-9011000000-1-SURRENDER_CLAIM-C29-20250907,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0003066,RC-9011000000-1-SURRENDER_CLAIM-C3-20180907,9011000000,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
